persistence,policy,success,prop,contain,escalate,retry,latency,masked,stale,precision,waste,utility,weight
p01,fixed_two_retries,0.681129231670633,0.30847088182298554,0.43375564954495544,0.41749316204934467,0.5206074694994897,0.3102489998593262,0.04362337500864578,0.08253893016853783,0.5682516305618959,0.1717077598697149,0.5087136017467357,3172608000
p01,immediate_escalation,0.59826599465153,0.6751110530292522,0.14000363951561037,0.829313687961991,0.002234653573401601,0.1322501285390956,0.014205192521256292,0.03689234948034598,0.4469808707605233,0.35638270261194244,0.3345811692462788,3172608000
p01,local_backoff,0.6533070697374463,0.25541719928834383,0.4717847324993589,0.3574261680012161,0.6819576813763184,0.41487920009493107,0.06816076548998676,0.1249353046331218,0.5402470889054188,0.1646354710308512,0.426388781633239,3172608000
p01,oracle,0.8189023924198928,0.2296381618091659,0.4337605584775908,0.25415523250723043,0.3227449036406244,0.11511166007261209,0.0012563032747197455,0.023447555690921048,0.9849815583220597,0.039881040943708486,0.8888652224314924,3172608000
p01,risk_calibrated,0.7158937299598856,0.24857215840960634,0.3919040619591924,0.4845988019992751,0.6104863280354534,0.3253790156414553,0.04296934057301125,0.08170549770341887,0.7623058623744488,0.13046916427213062,0.5631276218437682,3172608000
p01,unlimited_retry,0.518681436841116,0.07320008572271541,0.6474132055826478,0.09503038857316484,1.076840426541984,0.8550629811308922,0.1837139660144146,0.3079703533512306,0.3725725934295312,0.2847531205530748,0.02080465539532816,3172608000
p02,fixed_four_retries,0.6092790915451466,0.17084701473206432,0.5027992534607287,0.2890174964024347,0.7942881096484617,0.4853596318487714,0.11811354842568925,0.1784339650593685,0.4683497663710936,0.18576707828759378,0.29248717625833276,3172608000
p02,fixed_one_retry,0.6632139305165655,0.44580623093664046,0.321586576596842,0.5585271573024488,0.32027520059726605,0.2131758939159246,0.027993801773199375,0.03881915853919978,0.5145156241049127,0.190261049997722,0.49653677390551476,3172608000
p02,fixed_two_retries,0.6697851835737103,0.3202176183775158,0.40597403986204533,0.44507337624498333,0.5380716912444247,0.3127002262270927,0.05195887680614291,0.0854974307113283,0.5682690522504315,0.16671074509091732,0.47821111185205045,3172608000
p02,immediate_escalation,0.5985682512443689,0.7012452670704998,0.1399053732324385,0.8395907844937228,0.0022188862565542967,0.1338166046498847,0.015129125163056048,0.036835040036513014,0.44694198144516484,0.3508937389487914,0.3301724382999493,3172608000
p02,local_backoff,0.6400463124922782,0.26357134774722124,0.4434183970702181,0.38108755996021365,0.692350604214224,0.4136525412862565,0.07972704121888076,0.13000040038684899,0.5403325811235014,0.16531245862423585,0.38981588008727697,3172608000
p02,oracle,0.8117557549694749,0.23545836169109546,0.39694989029389605,0.300230636014137,0.3158311840191796,0.11421846010338371,0.0012844750417683696,0.023403481753463618,0.985004253757576,0.040710567064562976,0.869565649059522,3172608000
p02,risk_calibrated,0.7100725230601327,0.2538304239857825,0.3487088078140096,0.5288158845329938,0.583165935570115,0.3162319123294921,0.04296422319073752,0.08167345732068972,0.7676053922793353,0.1309380944816238,0.5479235873406199,3172608000
p02,unlimited_retry,0.48526311268922667,0.07387428659009723,0.6116450175577297,0.10686477615606019,1.1211290355858257,0.8623482940873209,0.21986601769603228,0.32521232687464874,0.3725553403714313,0.2858373842505302,-0.06824863408519952,3172608000
p03,fixed_four_retries,0.5882537533460446,0.1763145724261931,0.4705708742537609,0.3087588845919018,0.8199884733618938,0.4882577216817629,0.14014790847303205,0.18580798177252775,0.4683602197987734,0.18666423231739482,0.2357285596313632,3172608000
p03,fixed_one_retry,0.6570133182855019,0.462429404377552,0.3039794241195705,0.5802198324437906,0.33072716550067466,0.21521848081272058,0.032672446273973366,0.03995832509931566,0.5146537694627391,0.18981245096021723,0.4764237834973745,3172608000
p03,fixed_two_retries,0.6584680060577033,0.3324123460696916,0.37932429394961403,0.472626332439047,0.5555732518064646,0.31518206594482884,0.06128103945358821,0.08837137941978139,0.5682275487771058,0.16171235927463162,0.44683466595924554,3172608000
p03,immediate_escalation,0.5989923690021041,0.7274895265229531,0.13994847772741362,0.8498073430723928,0.002290844974696765,0.13539845608884737,0.016038866305612052,0.036853782674915916,0.4469518294140412,0.34524336370657366,0.3258808221176001,3172608000
p03,local_backoff,0.6264320083023167,0.27209874174356813,0.41564366493251376,0.40460155395163483,0.7017407635548015,0.41234800086009465,0.09288626460138832,0.13490867501260698,0.5402110474877566,0.16596788760523132,0.3515123136161859,3172608000
p03,oracle,0.8062234028354575,0.24121155601581645,0.3624579932497112,0.3503681632257533,0.30799060642732934,0.11322855400368191,0.0012551667124790162,0.023442053323623438,0.9850389964586254,0.041609421830471296,0.8512268313798512,3172608000
p03,risk_calibrated,0.7063901491482764,0.2589231286156557,0.3094430234736586,0.5731479707404086,0.5526125705250349,0.3067515781027758,0.042727088253593525,0.08079401401719048,0.7729264887133497,0.13111184728969474,0.5362104115973125,3172608000
p03,unlimited_retry,0.44953600168253355,0.07449855127669389,0.5757339256525887,0.11863555154279191,1.1660184109683849,0.8696906875067734,0.26057430597646764,0.3424260466451943,0.37248763650870514,0.2869305898533388,-0.16398791824014872,3172608000
p04,fixed_four_retries,0.5891575508748287,0.17649727921473876,0.47626165192325604,0.30522128039286356,0.822997804305765,0.4885696171834602,0.13752040363635798,0.19170856151845983,0.46835761892546895,0.18664815272508256,0.23617714925302688,3172608000
p04,fixed_one_retry,0.6569645992288442,0.4638477637107685,0.30711926094074665,0.5763001565715619,0.3318962646692178,0.21542049228956775,0.03211101039196549,0.04101912573006695,0.5145472515224382,0.18996051853958035,0.47702562419430594,3172608000
p04,fixed_two_retries,0.6588299118013224,0.33308940891803274,0.38396477236299936,0.46763129134929926,0.5575407745889679,0.3154194419939787,0.060221787513845736,0.09122226844398366,0.5682485243373147,0.16270128493500777,0.4472037268155196,3172608000
p04,immediate_escalation,0.5976493933742244,0.7304018634940453,0.13993793053220754,0.8510287220177015,0.002212891368221776,0.13556540094646424,0.016626363476995868,0.03683368216255249,0.4469303840737517,0.3465862252007982,0.3232626725279011,3172608000
p04,local_backoff,0.6267740421174424,0.27260266886527357,0.42052465732006206,0.4004591652735738,0.7065137894117257,0.41334833907309065,0.09124102847894992,0.13902008635697657,0.5402309364866449,0.16597000658822328,0.35147504999160084,3172608000
p04,oracle,0.806856751437105,0.2418726689551774,0.3684374794471812,0.34112974367281296,0.3121916920041586,0.11378688933772622,0.0012431421754374769,0.023432343305627452,0.9850079863497355,0.041498296858946494,0.8537506159280481,3172608000
p04,risk_calibrated,0.7054498812733043,0.25983908418598634,0.31543668991320506,0.56520233700136,0.5634974765856612,0.3090988660430578,0.043194050964896966,0.08386229924257171,0.7719868348440277,0.1311910860370481,0.533584518761004,3172608000
p04,unlimited_retry,0.45074055886037534,0.07443841830359019,0.5821417716652548,0.11664025363305135,1.1711028223088318,0.8705123206624343,0.2556662382415822,0.3532531283178295,0.3725523116151707,0.28698394594350335,-0.16476318393007125,3172608000
p05,fixed_four_retries,0.5652988376479372,0.18255642525100826,0.4416151664675904,0.3267515630347642,0.8496078806627251,0.4915941735813331,0.16394412728441138,0.1997009037525698,0.46837692457499513,0.18759932254441253,0.17125908036913134,3172608000
p05,fixed_one_retry,0.6504333433857628,0.48156778254727994,0.28854247123440063,0.6000473014507436,0.34261603988412104,0.2175556709412503,0.03784316910412774,0.04226191815978087,0.5146400020936669,0.1893163774238803,0.45482568928369793,3172608000
p05,fixed_two_retries,0.6464584073539654,0.34655644222312837,0.35566536956028494,0.49791922676069345,0.5754914533123824,0.3180225318646268,0.07161941257048274,0.09417613915296863,0.5681884383438686,0.1571941264290434,0.41195048575560694,3172608000
p05,immediate_escalation,0.5984051231503995,0.75753175470487,0.13995738911725591,0.8616139160993359,0.0022321150384815238,0.1371951167861399,0.017733266870694417,0.03682327128683347,0.4469084756970141,0.340131426972867,0.3190784914961898,3172608000
p05,local_backoff,0.6116369868672363,0.28175025963712835,0.39085808525819216,0.42637834099182037,0.7145119841847525,0.4116730139967036,0.10728438416351639,0.14423328963903456,0.540289125072556,0.16665171943879872,0.308104855470049,3172608000
p05,oracle,0.8024741441280276,0.24782436854010131,0.33305119956399293,0.4000281947916183,0.3016885989550809,0.11248888200791504,0.0012416429835074092,0.023370391016005965,0.9850001320707936,0.042529825531529064,0.8348696556130157,3172608000
p05,risk_calibrated,0.7036542750660069,0.2647714373214337,0.2760931471414859,0.6138094996065437,0.5253975491684624,0.29819761448946563,0.04235625922651087,0.08209707468742929,0.7778141394777381,0.13106860486738536,0.5248369343386723,3172608000
p05,unlimited_retry,0.40909830194519836,0.07523959781683977,0.5427314873407583,0.12950839537976516,1.2180185343817405,0.8781559626405181,0.30521900385692197,0.372671608297995,0.3725709967494114,0.28813811984322985,-0.27700379655329677,3172608000
