fault,policy,success,prop,contain,escalate,retry,latency,masked,stale,precision,waste,utility,weight
f00,fixed_four_retries,0.6271108834489141,0.16718721634975928,0.5303869453807416,0.25258722406894485,0.774572941646937,0.4831685271456793,0.1010223903814555,0.15496731095974098,0.46832293923474555,0.1846329240120936,0.3544489876887755,3172608000
f00,fixed_one_retry,0.6621088507932318,0.4334396837041238,0.3368004103690478,0.5154243584868514,0.3122745553251655,0.21163383655476498,0.024289260806351128,0.034806759376718045,0.514562103991679,0.19265010573331204,0.514144100363409,3172608000
f00,fixed_two_retries,0.6752903404923093,0.3113819040848557,0.42933560323644065,0.39203202117332836,0.5246672693374008,0.3108296411788313,0.04453509835564264,0.0747775013225693,0.5682155489361774,0.17020125903222974,0.5122611529158916,3172608000
f00,immediate_escalation,0.5957034635636813,0.6813534911087237,0.13992422372454275,0.8318010720227861,0.0022210443918766155,0.13262331390571114,0.012622180613906643,0.018982226384495378,0.4469254546710799,0.3696016436282288,0.342031008051674,3172608000
f00,local_backoff,0.6491424739605758,0.2573903926672974,0.46716246682027607,0.33632516468799006,0.6846006081700203,0.41477095104370676,0.06938212707507926,0.11402530701220312,0.5402542864090084,0.1642411161202015,0.4323267649663783,3172608000
f00,oracle,0.8164113323798617,0.2309866827391588,0.42840885944625023,0.24360039529570618,0.3214321907450491,0.11496311337218834,0.0012524259134734156,0.014482574278985194,0.9850159219453758,0.03963504049002425,0.8944565393476066,3172608000
f00,risk_calibrated,0.70417466824335,0.2520500378662866,0.3880406644079089,0.431708853356988,0.6050278143462419,0.32384255703993314,0.044731183272101724,0.07872606664382531,0.7518872507833173,0.12980857099596393,0.5615866797416661,3172608000
f00,unlimited_retry,0.5220965149319247,0.07321045584415457,0.6410064425011328,0.09715465674691479,1.0876274422053385,0.8568081715711856,0.18760185209090469,0.278655026876837,0.37252425496304,0.28500265849577744,0.03762346272260518,3172608000
f01,fixed_four_retries,0.6121093836747226,0.1732187355885138,0.5061375658209313,0.29258583118646175,0.8080763692019436,0.4868807610555062,0.11699967207698218,0.1761555007275756,0.4683770327979585,0.1861024421246504,0.29555550508795286,3172608000
f01,fixed_one_retry,0.6643925842408571,0.4538964510759767,0.32352449436196656,0.5632194468078523,0.325942049999091,0.21422799206446783,0.027813613011477663,0.038442411246773805,0.5145408768707471,0.18981448819441063,0.49585877636091,3172608000
f01,fixed_two_retries,0.6718252773429245,0.3255045485389958,0.4090438905655376,0.45055488884299105,0.5474066470301824,0.3139509376153589,0.051586203000467436,0.08450816810304855,0.5682425321961152,0.16753400009262304,0.4784905888094335,3172608000
f01,immediate_escalation,0.6000269447265677,0.7153583423324475,0.13994010044859323,0.8451460919797826,0.0022339875139299145,0.134664899291339,0.014932640132619279,0.0330381999337482,0.44693893441896854,0.34830163806061903,0.3321151477059663,3172608000
f01,local_backoff,0.6421471833175604,0.26744321383502817,0.44630320490878833,0.3856443300025673,0.704977300119259,0.4153957895086953,0.07926118925970463,0.12851888875344464,0.5402288610398015,0.1656391496149197,0.39069650437953757,3172608000
f01,oracle,0.8141060209535668,0.23856378916817444,0.4015228007783908,0.30295785041675183,0.3222484377088963,0.1150961644543135,0.0012457302980092985,0.021490861564589778,0.9850198599858576,0.04089105369927543,0.8718714502675551,3172608000
f01,risk_calibrated,0.7149732244413154,0.25653471949800527,0.3547741427655644,0.5408787432903432,0.5957376210958308,0.31825781861279717,0.04202344721887062,0.07973925535324948,0.7700565202662343,0.13120957906191394,0.5515526943536884,3172608000
f01,unlimited_retry,0.4881002643466156,0.07420918818208702,0.6148320079048,0.10579798909887957,1.145548872009336,0.8663210384918614,0.21832856782232632,0.3208299809434545,0.37255740166085877,0.28627484559523336,-0.06341159896625834,3172608000
f02,fixed_four_retries,0.6096312151137916,0.17273625688080416,0.5013967550046692,0.29229719305699303,0.8040390259500874,0.48644807800785694,0.11956567325562109,0.17436110735985305,0.4683287327355742,0.1860186750204638,0.2920186686055619,3172608000
