cost,policy,success,prop,contain,escalate,retry,latency,masked,stale,precision,waste,utility,weight
c01,fixed_two_retries,0.6759208461581531,0.32360796557807153,0.40196799015763013,0.44991647081643615,0.5426584821341401,0.3133623261480972,0.05288746487937137,0.0870391132882831,0.5681928485475096,0.15907364445643263,0.48053196877576715,3807129600
c01,immediate_escalation,0.5983257993269576,0.70818588481037,0.13998239387951888,0.8423209662243584,0.002236275960452515,0.1342347806846681,0.015541519766804379,0.03683797418483749,0.4469036327854482,0.34984145676948275,0.3284568364435794,3807129600
c01,local_backoff,0.6461703758140575,0.2659509478274389,0.43891989984218227,0.3852301519662292,0.735638320028953,0.4263691555392081,0.08104974650009153,0.13245747812664516,0.540292302436918,0.13868741386320116,0.3922294284772011,3807129600
c01,oracle,0.8163463004462093,0.2371020449318485,0.39239066945647205,0.3118986928167946,0.3145167281452127,0.1140874488437659,0.0012500302489333415,0.023422857779635736,0.9850139023825351,0.03700498300712281,0.8713039926623266,3807129600
c01,risk_calibrated,0.7181160161799928,0.25517513997141905,0.34646497287424066,0.5367184551962095,0.6296970409718234,0.32709602582880065,0.04148914753413297,0.0819533520599093,0.7685337638302973,0.12461125640155686,0.5501810135320788,3807129600
c01,unlimited_retry,0.4955777945529435,0.07395027537792806,0.6052198235072811,0.10896638050357615,1.1334877484890742,0.8643367247049134,0.22378651560465976,0.33311189031905253,0.372528419302285,0.22516881926180107,-0.05504817877578416,3807129600
c02,fixed_four_retries,0.6009793317633313,0.17248371822387154,0.4975661643055367,0.29248689086170576,0.8011107924267066,0.48614010233610494,0.12077434062252167,0.18210856375067427,0.46838231966878396,0.19903101311545535,0.2745207152590771,3807129600
c02,fixed_one_retry,0.6602021576026572,0.4503181559956799,0.31885708867308765,0.562426324864141,0.3230441579019403,0.2137235051499336,0.02860110951823266,0.03942799074508319,0.5146090748308905,0.19175531506786125,0.49079225791420045,3807129600
c02,fixed_two_retries,0.6646445892891252,0.32358570114952534,0.40191306075630623,0.4499615380081799,0.5426844176420951,0.3133635838331808,0.05319518019749107,0.087079162198991,0.5681930764880755,0.16862567559151975,0.46894478690686225,3807129600
c02,immediate_escalation,0.5983501531916716,0.7082185099775354,0.13996250056311013,0.8423057164982255,0.002253818660661124,0.13423849246471867,0.015559346926043932,0.03688112470311414,0.44697412246295737,0.3498821719352544,0.32841822842061386,3807129600
c02,local_backoff,0.6339485368765564,0.26600174149008776,0.4389676501885051,0.3853043113978326,0.6787678822900953,0.40836515938508183,0.08154551824069929,0.13249349795534265,0.5402555977897152,0.1766710804398899,0.3781293618852364,3807129600
c02,oracle,0.8098920405540659,0.2369626329714562,0.3924384916060392,0.3119640928030259,0.31449497789520386,0.11407690910114092,0.0012501684680771004,0.02342256081453549,0.985015125106374,0.04254308445342524,0.8648843631346194,3807129600
c02,risk_calibrated,0.7066901250353033,0.25510596730801843,0.3460075916365684,0.5367045763573266,0.58986083760482,0.317564255132296,0.041774560090262154,0.08194847032621416,0.7685187933402767,0.13473803018702507,0.5428570027723117,3807129600
c02,unlimited_retry,0.47173223978773116,0.07402736766905281,0.6051586795808542,0.1089599691047357,1.1334549624287482,0.8643380716363473,0.22527880877161333,0.3331396434867859,0.37254865237720897,0.31111659039051426,-0.10012213662423237,3807129600
c03,fixed_four_retries,0.5997445440682131,0.17242664800534044,0.49754949946784166,0.29255572796603635,0.8011310703544862,0.48613870591576874,0.12325728073356877,0.18202152736788063,0.46835537097132907,0.19903234272009906,0.27097417866861123,3807129600
c03,fixed_one_retry,0.6600115678815881,0.4503395548290529,0.3188409574491814,0.5623591223473884,0.32314389955679607,0.21373476324542331,0.029159872611852555,0.03944442353304565,0.514648853274895,0.19175671176761683,0.4900386259073617,3807129600
c03,fixed_two_retries,0.6641907362035361,0.323612425345428,0.40197901873151887,0.45000386052977986,0.5427810192807921,0.3133748474488048,0.054255050681311374,0.08708391920224089,0.5682692730794281,0.16863053583006787,0.4674631715663872,3807129600
c03,immediate_escalation,0.598356126855738,0.7083031485846627,0.13999054079508494,0.8423272469470571,0.0022199290138824493,0.13424018181646746,0.015564660718939726,0.036881313152079986,0.44696327283761533,0.34988174507746644,0.32840765385213383,3807129600
c03,local_backoff,0.6332379402223889,0.26590613052104606,0.43894741145015087,0.3852445046367763,0.6787583539407368,0.4083584698920053,0.08292596487267695,0.13245377689384472,0.5402465325933768,0.17667031037526956,0.3761607213249059,3807129600
c03,oracle,0.8099115329671691,0.23689918804242688,0.3924258840776778,0.31188253374499947,0.31451866180376786,0.11407547079625488,0.0012420462966357699,0.0234442533119111,0.984990141824433,0.04254070059146607,0.8649062669900194,3807129600
c03,risk_calibrated,0.7066665300632978,0.25518031449710094,0.3445573723451358,0.5367563986755803,0.5728338630988631,0.31349001851304664,0.04254205309517669,0.08194763506803952,0.7685805817557764,0.1343296619331129,0.5438342251767131,3807129600
c03,unlimited_retry,0.469514385049593,0.07391089040562,0.6052124412491663,0.10899826826915247,1.1334863463234854,0.864334221390016,0.22973813912085608,0.33315758594448086,0.37253887001754077,0.31111682284886577,-0.10657938151208914,3807129600
c04,fixed_four_retries,0.5829506130533685,0.17244305495459344,0.4975884772228949,0.29253187209752396,0.8011900759411155,0.486145590891387,0.13900637704012325,0.18207615424947876,0.46830290707687333,0.223522108513157,0.2341441011475715,3807129600
c04,fixed_one_retry,0.6547604021942977,0.4504977629766785,0.31884001085465274,0.5624121483523064,0.32302066228449655,0.2137319320070511,0.032316456173200524,0.03939220816565821,0.5146135028630062,0.19485557968291353,0.4818268662114911,3807129600
c04,fixed_two_retries,0.6549791110027231,0.3236614104879344,0.40196050089820723,0.44994506674537454,0.5427206608167002,0.3133717507109468,0.060634816523621286,0.08705572837701363,0.5682586943471678,0.1738361148859342,0.45221954727073127,3807129600
c04,immediate_escalation,0.5982971105079338,0.7082757980546665,0.13994355532237662,0.8423341694246183,0.0021934734322287836,0.13423589522650303,0.0155818390850192,0.03678807585416459,0.44692703256449984,0.34990144998102723,0.32839779598709057,3807129600
c04,local_backoff,0.6232243801070213,0.2659410783880961,0.4389366224012996,0.3852010961711023,0.6477358796630476,0.39853831933625655,0.09194978698446422,0.13250824271914918,0.5402654854783319,0.19654326776267272,0.3567824155768528,3807129600
c04,oracle,0.8063791794456879,0.236986825120815,0.3924229910182613,0.31191492077036326,0.3145101144836868,0.11407987428895189,0.0012496198962693567,0.023390797322625168,0.9850115323875203,0.04556026273650816,0.8614035832721767,3807129600
c04,risk_calibrated,0.7019116583987206,0.2552142399917676,0.33553477061894244,0.5367953002793728,0.4462062515396881,0.2831892928868088,0.04746283179675884,0.08190900245198086,0.7685961971361674,0.13557683185044708,0.5476295721638595,3807129600
c04,unlimited_retry,0.44285462526110336,0.07398543629538414,0.6051577602677267,0.10896844452076763,1.1335148962938437,0.8643415491404409,0.2579189752117092,0.3331625989846508,0.3725007111353767,0.3580003917347665,-0.17083512754502303,3807129600
