observability,policy,success,prop,contain,escalate,retry,latency,masked,stale,precision,waste,utility,weight
o00,fixed_four_retries,0.6362426641733367,0.16828180427112555,0.5374867764252513,0.2698019074369605,0.801161838525314,0.47341309210879945,0.12254595729906831,0.16521058578467948,0.544780963480118,0.17262311390375437,0.34460100582595043,3807129600
o00,fixed_one_retry,0.6903832732357184,0.44387222887369315,0.3576273410195966,0.5442433573934052,0.32306278789181825,0.20293861252160267,0.02238406084503541,0.0386970163081869,0.5805489373910462,0.1650443929595118,0.5514585774726846,3807129600
o00,fixed_two_retries,0.7039878666347753,0.30859209664372206,0.4452885192203793,0.42271881465233135,0.5427140522977852,0.2999869310284015,0.040734870000361134,0.08456405311007127,0.6449565704174227,0.1448613657771869,0.5491290506231123,3807129600
o00,immediate_escalation,0.6224145433484759,0.7082118739314051,0.16264433079989424,0.8337153236923178,0.0022325017425597264,0.12591596261014118,0.014110681438237736,0.036847882342621485,0.5351080706079466,0.3100249041626505,0.3815601551698838,3807129600
o00,local_backoff,0.676543042070115,0.26049750254899495,0.4800441036441668,0.36255789065182215,0.6952921601603393,0.4007913328356429,0.06404611779935278,0.11917656904214824,0.6124410422015134,0.14723012856936102,0.4703873753665959,3807129600
o00,oracle,0.8283361366631669,0.2096655843086017,0.42893443544766413,0.3119034158112763,0.31455253722673926,0.10620484211452359,0.0012480114351725528,0.023409692259714947,0.985027860117422,0.03352290030996316,0.8914332455436424,3807129600
o00,risk_calibrated,0.7523199611567256,0.22428531615826597,0.39574019145769307,0.48679874646903326,0.5770889498875174,0.29809222729158014,0.034748386155908494,0.07260698176810612,0.8606654780953295,0.10327463139486813,0.6405072083871436,3807129600
o00,unlimited_retry,0.5089307986122993,0.07313072592233177,0.6335723027102698,0.09989789070331932,1.1335231058181465,0.8642910874704843,0.2269742434684094,0.29509467759774616,0.4405298654695001,0.2757408905907001,-0.017982706862366332,3807129600
o01,fixed_four_retries,0.6077149141075899,0.1718652514011003,0.5031491721461195,0.2894129923655106,0.8011464473740153,0.49762655982146764,0.12307499635822457,0.18433575004844052,0.4881286186930933,0.17577102650592624,0.2862934836641234,3807129600
o01,fixed_one_retry,0.6654975444547833,0.44944191469081746,0.3241898502659524,0.5599142388828467,0.322978009074696,0.2232643157889194,0.02810017499657454,0.038612726059409214,0.5279062182012481,0.17134507426774692,0.5048014822604151,3807129600
o01,fixed_two_retries,0.6732323182293787,0.3165962851360598,0.40790522758253706,0.4462837925566655,0.5427241459299634,0.32446819170116037,0.05221253604553713,0.08477059726814842,0.5841592876735149,0.14979490307961413,0.48792482969191486,3807129600
o01,immediate_escalation,0.6020982704430881,0.708266530793127,0.1430504701869815,0.8358196867688887,0.0022635226300433643,0.1419223441105918,0.014895897566361792,0.03683581181878041,0.46873040508936764,0.31922948465589296,0.34587412179434596,3807129600
o01,local_backoff,0.6402171857325909,0.2651846196770262,0.44452940782883515,0.3821807761033359,0.6952908681064736,0.4250724306579346,0.08004145668528027,0.13664790353657966,0.5555586115159294,0.15151085355986846,0.3900732992422455,3807129600
o01,oracle,0.8132513729044483,0.23318862123050343,0.3974393964996218,0.3119235555233657,0.3145162251403492,0.11961259312119817,0.0012203235746927514,0.023398466725724005,0.9849285727549096,0.03524531700784358,0.8703357771058876,3807129600
o01,risk_calibrated,0.7151376031016546,0.2409874411250299,0.35166782353393555,0.5298924897487207,0.5770987938364337,0.32709533918448047,0.04173922742379534,0.08785930439323703,0.7876351554009217,0.11073804863136193,0.5596260106953151,3807129600
o01,unlimited_retry,0.48018759361329433,0.07380624742700495,0.6091514798483619,0.1077205752483093,1.1335171013281489,0.8643310183117645,0.22910275693294238,0.33490623396688995,0.3893450994925907,0.2781695929825253,-0.08548612078868813,3807129600
o02,fixed_four_retries,0.5957223749183548,0.17371994428690726,0.48507124450004924,0.299619465077246,0.801127373229347,0.48573593398014925,0.12475359643564886,0.18547417573257796,0.44849892038776024,0.18048041298755418,0.26256238884607797,3807129600
o02,fixed_one_retry,0.6542041416571909,0.452268971915326,0.3067993393273132,0.5680398697688116,0.3230765966740637,0.21344379798232532,0.03144272120658297,0.03983052504404019,0.49912120220145745,0.18019866070109644,0.4805620426612195,3807129600
o02,fixed_two_retries,0.6581508822762148,0.3226561261220944,0.3884083359007932,0.4584125814928616,0.5426917176557496,0.3128285393328993,0.05888382667260207,0.08835762419519907,0.55060348045896,0.15717947224107695,0.45391920543989506,3807129600
o02,immediate_escalation,0.5925981740373955,0.7082450186639252,0.13292696746645505,0.8386943562414063,0.002270757598589333,0.1339217768796938,0.016116575951676662,0.03684939488461245,0.43080962820639973,0.33306036064816197,0.3252346832610882,3807129600
o02,local_backoff,0.6264860679597098,0.2676866632229212,0.4261505879917436,0.3922949501895492,0.6953154005435452,0.41322500651439864,0.08949471261836679,0.13439809294693406,0.524081468046842,0.15792106624199687,0.35993091774350777,3807129600
o02,oracle,0.8068988786348558,0.24551690777091725,0.3810382384871099,0.3118504877838536,0.31445912677853155,0.11434658047744166,0.00126039130943657,0.0233911456429143,0.9850045400191973,0.037827519886353786,0.8611532417169028,3807129600
o02,risk_calibrated,0.7017038937706184,0.2531491848469463,0.32788680648363855,0.5523182993921935,0.57710785802299,0.31382595022644977,0.04537727349859449,0.08238511890233684,0.7474184423490458,0.12060931933080393,0.5316247460915692,3807129600
o02,unlimited_retry,0.46550930806948926,0.07433116472470716,0.5963521354841668,0.11176049512387261,1.13344996295952,0.8643557995127688,0.23288143654295718,0.3417989335874173,0.34973930749260823,0.28180904471599033,-0.11641200426947698,3807129600
o03,fixed_four_retries,0.6017339278812917,0.17312035247557103,0.490963754021324,0.29629874656488536,0.8010826396170915,0.4808954851102445,0.12333581682588773,0.1744954824141051,0.4484959209531135,0.21416413193777198,0.2684144851412633,3807129600
o03,fixed_one_retry,0.6557678558295871,0.45142693439613335,0.31239934232971805,0.5653865629050311,0.3230979854457141,0.2093954146083403,0.03018509533960403,0.03860413266055979,0.49014051541960024,0.24204894041076291,0.4656482629402743,3807129600
o03,fixed_two_retries,0.6575411818984811,0.34150736180661523,0.39477512221037614,0.45442987987397765,0.5427242328906798,0.3091628649974641,0.05629166950047566,0.08502940315130397,0.5385446196381142,0.21031852441859336,0.4401602909650223,3807129600
o03,immediate_escalation,0.5912049022492881,0.7082175743954469,0.13616997199171346,0.8606674267447983,0.0022074976628626676,0.13071380423001308,0.015193976274324802,0.03686560987590783,0.401810768255031,0.43548219717775066,0.2863555663981207,3807129600
o03,local_backoff,0.6307581021374286,0.26688457577976993,0.4321434974610852,0.38906597732343984,0.6953664737198371,0.4083819885854346,0.08583672378765608,0.12610754204525312,0.511337660562672,0.20408278338756464,0.3589614146075494,3807129600
o03,oracle,0.8094165141360323,0.2414722914279241,0.3863788303348795,0.3119517044170115,0.3145482925274016,0.11171282007174933,0.0012566538196866455,0.02346761412629505,0.984998368455106,0.05678370024260068,0.8588957452960291,3807129600
o03,risk_calibrated,0.6982061250477816,0.2914924710172444,0.33615116620414476,0.5449828665706822,0.5769932628062073,0.31051508787498816,0.043913217610860054,0.07638123332707918,0.7329362242273084,0.1858586609410199,0.5106848672020926,3807129600
o03,unlimited_retry,0.4780359845696478,0.07404841260911114,0.6004514006366332,0.11053242262189648,1.133472269231664,0.8643410650130465,0.2299942187874852,0.32005400167207565,0.3708302571712895,0.3081681088857543,-0.09157818740293215,3807129600
o04,fixed_four_retries,0.5789725007951968,0.17526449911961575,0.47118645705550793,0.3075094403964249,0.8011359909347906,0.4930294690406579,0.1267520077898811,0.20082917447480356,0.4119248621410168,0.18680783272512472,0.22397825920910142,3807129600
o04,fixed_one_retry,0.6432411838335752,0.4546230253501209,0.2933079776642335,0.5744219288586049,0.32305844598393496,0.21958322611940095,0.03436274596748742,0.041337718451586306,0.4752750664642036,0.1918693555077705,0.45625523089234776,3807129600
o04,fixed_two_retries,0.6432370749231315,0.3287767565751073,0.3733790729119096,0.46799665342196095,0.542713712997168,0.32039797669422343,0.06471319696350261,0.09262770553700606,0.522952288936934,0.1670870805956622,0.4199747329560793,3807129600
o04,immediate_escalation,0.5833116874178561,0.7083017387676703,0.12500462905725665,0.8427037305283301,0.0022051781380029467,0.13871862213986064,0.017467325550612013,0.03685830507513397,0.39825886044576886,0.35155290814008394,0.3030602320518107,3807129600
o04,local_backoff,0.6094243146809667,0.26944881893040473,0.411817937508117,0.4002082318459405,0.6952884605760173,0.4205280418600933,0.09766795672301043,0.14605194675191094,0.4978868871941434,0.16651653491010385,0.3181982356522872,3807129600
o04,oracle,0.8009756380646964,0.2549680267806472,0.3683118393018897,0.3119114519699062,0.31454075646154805,0.1185218105863272,0.0012683047502120713,0.02345371406667771,0.9850634699293361,0.041275543000205556,0.8519925454286196,3807129600
o04,risk_calibrated,0.6845396945896326,0.2658516173473045,0.30898362061927914,0.569782841992137,0.577082728916379,0.3229855832658075,0.0482399447398476,0.09052902566320692,0.7141327605721668,0.13349815628792366,0.4915513671926143,3807129600
o04,unlimited_retry,0.4448024745169288,0.07453825086958779,0.5864222000740578,0.11494574258815138,1.1335155309724534,0.8643747814827496,0.23706089613472942,0.37381879311660404,0.31229599049645396,0.28668385782654987,-0.1696704195625175,3807129600
