depth,policy,success,prop,contain,escalate,retry,latency,masked,stale,precision,waste,utility,weight
d00,fixed_four_retries,0.6059480388494937,0.09816118396891245,0.4975506300781491,0.2925121923548111,0.7451136547802131,0.4760810365161564,0.12409584586351745,0.18207216618566233,0.46844628717885667,0.1849132032428486,0.2945841878960787,3172608000
d00,fixed_one_retry,0.6686641581627901,0.24757514933039912,0.31885842089907596,0.5624185973459239,0.3004581835620245,0.1993003273160264,0.029286354818957167,0.03940145379655036,0.5146085835929801,0.18967497082898718,0.5267903680304243,3172608000
d00,fixed_two_retries,0.6716082683681875,0.18008064367840318,0.40191887423567746,0.4500228428028862,0.5048102983556667,0.3009658684562694,0.054524262447046654,0.08702696874604728,0.5682800190142603,0.16513291263343033,0.49705816651042056,3172608000
d00,immediate_escalation,0.6102838524152417,0.3841312634186007,0.13999289963475062,0.842224720882754,0.0022576093415637628,0.11479363673927206,0.015539837783935249,0.03684644355025112,0.44697829119801974,0.3498695129749716,0.3813938737800035,3172608000
d00,local_backoff,0.6398847431525502,0.1499694309707634,0.43895287807061917,0.38529692217263956,0.6466978590513196,0.4017802184300439,0.08338039890975198,0.1324837047304417,0.5402452137321034,0.16456035648917006,0.40280677176759555,3172608000
d00,oracle,0.81549527035093,0.12967471277434225,0.39237907480052536,0.3119379287858995,0.2924766861243009,0.10543780471222361,0.0012619250753713159,0.023384246749849336,0.9850523224451522,0.04051311518402884,0.8864492559947212,3172608000
d00,risk_calibrated,0.716184806721452,0.14489362730088876,0.3440716375084182,0.5367760795958177,0.5365884738058309,0.27930534501863663,0.042805684710248745,0.08197758838562577,0.7685437353237472,0.13007960023339402,0.5727766059139682,3172608000
d00,unlimited_retry,0.4801926549991018,0.04421461805997344,0.6051406606791588,0.10891250720926646,1.0543540929012993,0.817839219707061,0.23120613211556332,0.3331295293210451,0.3725756688455717,0.2846196068816044,-0.07665189196543544,3172608000
d01,fixed_four_retries,0.6052793337578813,0.1298170789279655,0.49758062249715695,0.29250321094289444,0.7710671224066137,0.4805757369763373,0.12411164615933197,0.1821057473231121,0.4683180474322984,0.18539924158719784,0.2869849858821551,3172608000
d01,fixed_one_retry,0.666050932617157,0.3312736193489692,0.3188705886002317,0.5623229617739565,0.31090377310930634,0.20536679447186854,0.02931212030557283,0.03939916016968287,0.5145994336841335,0.1898712133925695,0.5123605400619553,3172608000
d01,fixed_two_retries,0.6699975905731304,0.23987258219537919,0.4019550128038188,0.44996092507638735,0.5222701374211683,0.30629936867383906,0.054618622538828016,0.08709224051576397,0.5682409419151764,0.16546158205515835,0.48575034630395175,3172608000
d01,immediate_escalation,0.6057092288724732,0.516395839832624,0.13992666454788272,0.8423003274752201,0.0021956578004020226,0.1227233161699976,0.015562651121244064,0.0368635332126891,0.44699183853478774,0.34986834601800754,0.3599692600320075,3172608000
d01,local_backoff,0.6386031961815151,0.1988848324997125,0.43897430709252366,0.38523407316710473,0.6690874590550127,0.4069541025221507,0.08344329705622026,0.1324920206851283,0.5402291737346243,0.16497147617735586,0.3927809447836063,3172608000
d01,oracle,0.8140899251164094,0.17387487599513812,0.3924380540230678,0.3118427233462812,0.30263553846960306,0.10910569974000289,0.0012634450246807483,0.02346484421384909,0.9849774747795238,0.04070541216272538,0.8782769812962047,3172608000
d01,risk_calibrated,0.714173045856301,0.19167779659082831,0.34409875997925654,0.5367292930125696,0.5551742745426159,0.29197097524971183,0.042792261178869265,0.08196965451453699,0.7685439476756893,0.13040712392573214,0.5622009600078516,3172608000
d01,unlimited_retry,0.47871098582212396,0.05759913384765741,0.605156209909642,0.10898549911834235,1.0908548325419645,0.8342923646183886,0.23119390776037374,0.33310285078036317,0.3725335608323082,0.2853095817043457,-0.0846107770515691,3172608000
d02,fixed_four_retries,0.6043141922518717,0.16395058717127653,0.49758420292841177,0.2925522785518726,0.7968492164594606,0.4852019568762271,0.12404265472600984,0.18207320635243265,0.46834718293253774,0.18589005043281978,0.2789985880000401,3172608000
d02,fixed_one_retry,0.6628189138340261,0.424558556274763,0.318837526340638,0.562442161401384,0.32140798930618636,0.21201431230710446,0.029272725900932224,0.03945146157356645,0.5145592110524551,0.19007049153250355,0.496143984653172,3172608000
d02,fixed_two_retries,0.6679510037607773,0.30599373736459184,0.401956639332204,0.44992775673939617,0.5397967867288986,0.312019302914766,0.05456099787502565,0.08706679504080665,0.5682197359282513,0.1657931445631977,0.4734738984396728,3172608000
d02,immediate_escalation,0.600112516909547,0.665638019685368,0.1399169440321486,0.8423397355224185,0.002242232113199623,0.131682504392442,0.015552345421064298,0.036875673773508956,0.4469161389364214,0.3498693913421577,0.33550629406510024,3172608000
d02,local_backoff,0.637191314002843,0.25232662604648914,0.4389566610203976,0.385315863196105,0.6915724839761908,0.4124091126270757,0.08341520099824501,0.13248278857239126,0.540310914217047,0.1653832390354707,0.38213101317362047,3172608000
d02,oracle,0.8123165965984357,0.22321600409097572,0.3924184522547147,0.3119161323301934,0.3127454137090126,0.11307715494969348,0.001264608282519438,0.023444333350395474,0.985004989616808,0.04089746365191389,0.8691885701649072,3172608000
