depth,policy,success,prop,contain,escalate,retry,latency,masked,stale,precision,waste,utility,weight
d02,risk_calibrated,0.7114427877288341,0.24243478808706068,0.3440902846571213,0.5367439438214564,0.5739228244462865,0.3080912497298517,0.04278324640904702,0.08195491719877473,0.7685388718736419,0.1307386139233493,0.5501989026457267,3172608000
d02,unlimited_retry,0.4764367659873343,0.0712832420753586,0.6051862563533559,0.10901715006900474,1.127478772501229,0.8555758051079769,0.23124631795352502,0.3331831628979336,0.37255677120457553,0.2860014344728111,-0.09381551137160848,3172608000
d03,fixed_four_retries,0.6034691192909722,0.20014406995303716,0.49752171054688343,0.2925646897681562,0.8226521094432713,0.48995385514150863,0.1240934745326464,0.1820722078830962,0.468321417658294,0.1863771646341951,0.2706535838614405,3172608000
d03,fixed_one_retry,0.6596548821846033,0.5251355986810456,0.31886455772145117,0.562370464383384,0.3317398302402963,0.2190821189448929,0.029303109258255848,0.039395092055179846,0.514630028283841,0.19026356737581868,0.47907004926191143,3172608000
d03,fixed_two_retries,0.6657950366997789,0.3767414536586331,0.4019230740612343,0.4500008207270171,0.5573068778846445,0.3180151750079826,0.054546891417052656,0.08706827367404275,0.568272850971128,0.16612491343649982,0.4604121933661268,3172608000
d03,immediate_escalation,0.5944423790330668,0.8273341202765341,0.1399733365082919,0.8423654366345511,0.0022080954880613433,0.14138085676539794,0.015537762310693742,0.03684284639241549,0.44691144443345887,0.3498712396033754,0.3093657756104275,3172608000
d03,local_backoff,0.6356045232776585,0.30912046282100747,0.4389141042524666,0.3852021122106822,0.7139869555665749,0.4180581899925842,0.08341414610572734,0.13248866798937153,0.5402558295743395,0.16579341211633805,0.37086784660501076,3172608000
d03,oracle,0.8105627606045096,0.2764613214769548,0.3923662429155589,0.3119132471429173,0.3230927127166146,0.11730660389361224,0.0012353185767350788,0.0233851960695041,0.9849579748695926,0.04109278344690844,0.8596139285832046,3172608000
d03,risk_calibrated,0.7087237007760746,0.2962773054960441,0.3440746745035846,0.5367313320796039,0.592680883080695,0.32439760663783285,0.04280592739921243,0.08193955740453898,0.7685184884402059,0.1310713863162903,0.5377510992877342,3172608000
d03,unlimited_retry,0.47435330390011743,0.08529261417257289,0.6052352396425915,0.10901444433261125,1.1639624755257132,0.8768647377362546,0.23122576225577518,0.33314340610968707,0.37252778444758833,0.28668999747103185,-0.10274358239697458,3172608000
d04,fixed_four_retries,0.6027350836433485,0.23720872875000856,0.49761307476958155,0.29250281963922775,0.8484362997969216,0.4947561537046941,0.12409121882098123,0.182027296774062,0.468360474161861,0.1868608844121897,0.26241300745234186,3172608000
d04,fixed_one_retry,0.6567943878558169,0.6289391791098934,0.3188619572758618,0.5624251142879942,0.3420536765743774,0.2263417184040314,0.02928004824466327,0.03943105154884111,0.5145738799797457,0.19046067165679625,0.4617246824120133,3172608000
d04,fixed_two_retries,0.6639387003460082,0.4497657900436281,0.4019825022858161,0.44993735912986627,0.5748074874661178,0.3241466961492303,0.05457532047096537,0.08709702848706866,0.5682920948341316,0.16645370420352099,0.44723085056690715,3172608000
d04,immediate_escalation,0.5896491145099639,0.994965039351114,0.13990988280314937,0.8423529628044045,0.002274051777816925,0.15144530753884813,0.01558048293995995,0.03685917686284768,0.4469526330144163,0.34987104320400164,0.2829559038445812,3172608000
d04,local_backoff,0.634415120545631,0.3673494776431072,0.4388680485054228,0.38530741655761014,0.7364931965169124,0.4238025549769444,0.08338581119368368,0.13248804375406123,0.5402384798391963,0.16620944460889958,0.35969576626830396,3172608000
d04,oracle,0.8090755893604257,0.3316072427547047,0.39242747014868556,0.31192005765259473,0.33320582118976766,0.12162667001759203,0.0012430374362207733,0.023388619013584855,0.9850419119209464,0.0412860673344273,0.8499572269071537,3172608000
d04,risk_calibrated,0.7064305279950078,0.35138065857765155,0.3441313993129363,0.5367932922133545,0.6113896668021161,0.33917468619487123,0.042828273940323285,0.08192914379410186,0.7686270564573341,0.13140490405392782,0.5256306102421727,3172608000
d04,unlimited_retry,0.4724781759092164,0.09945275471516275,0.605226999039652,0.10896961118643461,1.2004604187823518,0.8957641404944832,0.2311810044953665,0.3331421192715991,0.3725448230342554,0.28737885693667936,-0.1112947734007462,3172608000
d05,fixed_four_retries,0.60271789045735,0.2054205730939831,0.4975786441577171,0.2925358709522716,0.8226667447301859,0.4902719088586577,0.1241200095479659,0.18206357762716335,0.46840173342227726,0.1863752773629046,0.2693851941317646,3172608000
d05,fixed_one_retry,0.6569295241586335,0.5444775875262389,0.3188955698909232,0.5624278501777937,0.3317651372920827,0.2202451689807832,0.02931539949795996,0.03942032308471808,0.5146191910199108,0.19026679382958983,0.47438109105284765,3172608000
d05,fixed_two_retries,0.6640885890064967,0.38930014459968054,0.40197143067244334,0.4499603619218035,0.5572898462691175,0.3187669933028925,0.05457722427005619,0.0870679534503452,0.5681538538869868,0.16612335844275336,0.4574042764241494,3172608000
d05,immediate_escalation,0.5897560012550301,0.861027001297652,0.1400359158765367,0.8423374454515336,0.0022377028054259645,0.14340539035840277,0.015568268560558327,0.036820731004754685,0.4469109330083102,0.3498702925989309,0.30131060307817603,3172608000
d05,local_backoff,0.6344155579367778,0.3179917862098597,0.4389566423793143,0.3852130040327586,0.7140260815614451,0.4185943819954043,0.08346550687277138,0.13242323945599752,0.5402871923280087,0.1657957115754394,0.368779148536484,3172608000
d05,oracle,0.8091141064531379,0.2869395607301966,0.3924939939428436,0.3119186493486046,0.3229841535521832,0.11792444233236389,0.0012360874715133478,0.023477519988408305,0.984992699899138,0.04109113475635611,0.8570867031631036,3172608000
d05,risk_calibrated,0.7053338641220193,0.30425506054127777,0.34404877399711353,0.5367563522845146,0.5926897894858875,0.34407716258106524,0.042806265677106756,0.0819431355671808,0.7685735730031017,0.13107295145047915,0.5322348613850298,3172608000
d05,unlimited_retry,0.47078750464009883,0.08598339899256618,0.6051940568797896,0.10892933962700008,1.1638629721193652,0.9056962344848236,0.2311631376592234,0.33310609954825254,0.3725500157826335,0.2866863165353505,-0.10823879047684332,3172608000
