task,policy,success,prop,contain,escalate,retry,latency,masked,stale,precision,waste,utility,weight
t04,fixed_two_retries,0.669124279802984,0.32656396044421404,0.40184888902088445,0.4500426238631769,0.5499427746402475,0.3142681150906772,0.054563470335558785,0.08716182592703844,0.5682440279893572,0.1659870809036088,0.47036830529350176,1586304000
t04,immediate_escalation,0.6048555210260417,0.716237463143884,0.14000331017358017,0.8465092410871965,0.0022372958055013065,0.13471797736918278,0.015525473115400422,0.036841625890984435,0.44689808639501666,0.3368983401254247,0.33538169154143505,1586304000
t04,local_backoff,0.6370967776948219,0.2680121707538216,0.43894145155204506,0.3852583116755607,0.704555863477099,0.41464858325960535,0.08345804668953237,0.1324704829076676,0.5402078141286947,0.16562273064530664,0.37850901575211143,1586304000
t04,oracle,0.8164864706484966,0.23868103974219163,0.39234764052726206,0.3341980699769559,0.3186577085131149,0.11459628656917618,0.0012480908868927336,0.02338027968211238,0.9850159949466776,0.04147583238672655,0.8656729711240034,1586304000
t04,risk_calibrated,0.7229686730802432,0.2546828900517351,0.3441034588969738,0.5831526026310543,0.5848774765125362,0.3152549343876914,0.04016208453320912,0.07730976387417487,0.7792416546302777,0.13027987082534645,0.5557856423245674,1586304000
t04,unlimited_retry,0.4685931586547891,0.07415991126129479,0.605193525311755,0.10896596714389087,1.1519885486168417,0.8673697828706944,0.2311972689981542,0.33315842543063634,0.3725362000016145,0.2864620487567685,-0.10344026454139632,1586304000
t05,fixed_four_retries,0.6053880290772313,0.16865452601544811,0.49761038900916094,0.29261260180367016,0.7871443957032163,0.4845137111312484,0.12405151712046128,0.18215715689611134,0.4683606612453953,0.18570569946464346,0.2801056240730511,1586304000
t05,fixed_one_retry,0.6615202917448488,0.43663496826604575,0.31888081203458635,0.562468910948831,0.3173731917706019,0.21233541727302238,0.02926564742614676,0.03939387260907623,0.5146227512980673,0.19211313704284608,0.4933942227162047,1586304000
t05,fixed_two_retries,0.6672865954347048,0.31476709286588583,0.40195115216794686,0.4498888065883583,0.533077170939507,0.3118737426659039,0.05454902644767068,0.08711667565931965,0.5682120075751824,0.16566293004078717,0.4724814534379217,1586304000
t05,immediate_escalation,0.5973881879951353,0.6843691255496429,0.1399684877292563,0.8367522284347344,0.002272900663864997,0.1328094375993651,0.015523746410826527,0.03681573200928243,0.4469854192347063,0.3568296547162866,0.32989635305502374,1586304000
t05,local_backoff,0.6372999759436675,0.25965266812717247,0.4390137292895774,0.3852318264055629,0.6830468574032486,0.4119961124946235,0.08343081668096325,0.13243060850560165,0.5402140157759726,0.165224866982906,0.3821418357287432,1586304000
t05,oracle,0.8100784247301738,0.23068758671682263,0.39252933317512656,0.2993233786386719,0.30900476891067996,0.11315138542741061,0.0012663484296517305,0.023378820845322976,0.9850483503936444,0.040563004487300304,0.8692021936338941,1586304000
t05,risk_calibrated,0.7042211711663501,0.2507515681076158,0.3440648237957716,0.5105058983567953,0.5667920775843148,0.3132105151782217,0.04434534766070405,0.08466311498481559,0.7625279325280306,0.13084543085769682,0.5436089737304761,1586304000
t05,unlimited_retry,0.47968593956641914,0.0734745249893895,0.60524673123239,0.10893372409394751,1.1090462869006328,0.8603240335227594,0.2311985399827993,0.333087855922279,0.3725239065469266,0.2856514965738441,-0.09026874348076269,1586304000
t06,fixed_four_retries,0.6034236281119387,0.17473241226741396,0.4976308534379085,0.2924284441134021,0.8095457623674654,0.4871185209727902,0.12414411401530577,0.18205096736584656,0.46834614230882626,0.18612546138025654,0.27546772911007816,1586304000
t06,fixed_one_retry,0.6613758788639713,0.45913648301017973,0.3188977202915861,0.5623452394346315,0.3264120905630722,0.21458939803691657,0.029309171657170435,0.03938293935936937,0.5145999591604751,0.18935495894210969,0.4901312073941765,1586304000
t06,fixed_two_retries,0.6668773786240699,0.32946568624836836,0.40191009130126065,0.44992626661924673,0.5484971105679862,0.31429765223170064,0.054583255013245534,0.08706520778951092,0.5682051425565061,0.16595649468992027,0.46853547730860756,1586304000
t06,immediate_escalation,0.5978230796967328,0.7236535080496382,0.13987945011076686,0.8456003842463038,0.002209845888190441,0.13516019507179705,0.015572938194713492,0.03688713518502981,0.44691723344674433,0.34736354090870725,0.32608639315215365,1586304000
t06,local_backoff,0.636187849948579,0.27007350036274264,0.4389021172470241,0.3851499277025507,0.7026245738379421,0.4145791340722262,0.08333571208172479,0.13244209630550371,0.540243726570124,0.16558475338090944,0.3779317462923673,1586304000
t06,oracle,0.8120899409588477,0.24108436767295932,0.39244233220877606,0.3167637976838453,0.3178078195514348,0.11465549734885426,0.0012004525217370133,0.023501676653755493,0.9849605551930956,0.041093952869584276,0.8652252807244016,1586304000
t06,risk_calibrated,0.7124377868677543,0.25846304436419426,0.3440331844643361,0.5466762326670452,0.5831516428503852,0.3153091602802242,0.04227314700566885,0.08086427268048084,0.7708660625877864,0.13084129482563847,0.5473257803131777,1586304000
t06,unlimited_retry,0.4737584603532151,0.07433448497022965,0.6050629779052095,0.1088962037326636,1.1480838952026868,0.8667433919518154,0.23126931362092182,0.33311019836252026,0.3725304677440064,0.28638701690962065,-0.09925721272846776,1586304000
t07,fixed_four_retries,0.6057634094309274,0.16745415127992913,0.497685523487205,0.29245047444364686,0.7802545531575962,0.48375270439255397,0.12408129627250586,0.18196958618029044,0.4683463673091978,0.1855725464062177,0.2814154863612643,1586304000
t07,fixed_one_retry,0.6617357780984605,0.43187142202332934,0.31880635955209,0.562385500846843,0.31464182164500626,0.21177646748590065,0.02926675682612355,0.03945807670224057,0.5145987803517129,0.1925109502803536,0.4943058453989316,1586304000
t07,fixed_two_retries,0.6674443207948496,0.31158940140838476,0.4020807895212575,0.44997328391426195,0.5285857674373049,0.31123394082823375,0.05459830503360371,0.08706931458781036,0.5683144061028412,0.1655807291939583,0.47350982851170376,1586304000
t07,immediate_escalation,0.5975644892934435,0.675885126545987,0.14003513855961922,0.8340762125732816,0.002264685258902229,0.13229957611864943,0.015601313981723194,0.03686917964721279,0.4468778197726628,0.35810407293305957,0.33112309960599245,1586304000
t07,local_backoff,0.6374135018188269,0.2573837122982928,0.43895064157493274,0.3853069022482356,0.6771148469559561,0.41126677410016077,0.08343832001315692,0.13245030053445095,0.5402692444556708,0.1651203706922527,0.38312377517622165,1586304000
t07,oracle,0.8098398996713922,0.2286718871467214,0.39243554434051553,0.2965470843886019,0.3064018483994825,0.11277015140208475,0.0012508225731497672,0.023401541775573003,0.9849831335503857,0.04045721844873207,0.8700374817270482,1586304000
t07,risk_calibrated,0.7031273570819074,0.24864476890729253,0.3441265393286022,0.5048319024356127,0.5619580345542546,0.31260070292319586,0.0446091880320408,0.08526707236822355,0.7612388310807398,0.13077224447384575,0.5436140548316372,1586304000
t07,unlimited_retry,0.4806151102716308,0.07315945849555043,0.605259218282266,0.10894583891588333,1.0973783500090488,0.8583991358439734,0.23121591589031748,0.3331287292576786,0.3725845088623632,0.2854325212449604,-0.08826924978449728,1586304000
t08,fixed_four_retries,0.6036545526961151,0.17428114116813698,0.4974395213461317,0.29236120982887376,0.8073573976701214,0.4868726082370993,0.12414049252749436,0.1820974731458396,0.46842456485998885,0.18608294701832945,0.275896936748321,1586304000
t08,fixed_one_retry,0.6611313969610282,0.45717447624358315,0.31896340431427966,0.5624269913573806,0.3254858805211278,0.214379056626727,0.02930926990092018,0.039372368455395296,0.5145298243539259,0.18979049255681804,0.49017057692523436,1586304000
t08,fixed_two_retries,0.6667112204170379,0.32806959074627223,0.40190897785366964,0.4498875615294051,0.5469609955490601,0.3140602749996823,0.054535989986248305,0.08706759545000922,0.5681770142949635,0.1659265127733184,0.4688156610407417,1586304000
t08,immediate_escalation,0.5974210314019671,0.7202402623990217,0.13993476209475914,0.8447893167670342,0.0022294622954049164,0.13495736197348196,0.015498680140056316,0.036893591729377666,0.44700178176853894,0.34889007080333473,0.32603065828733874,1586304000
t08,local_backoff,0.6362188320639997,0.26903797887897174,0.43895506645005683,0.3852126699311798,0.7007603388899207,0.41433057928839867,0.08335578705095337,0.1325438214862749,0.540319640982494,0.16555154931844654,0.37820843588403624,1586304000
t08,oracle,0.8117581287122706,0.24008714774148263,0.3924255242419399,0.3140774314870069,0.3169761513933528,0.11451249733715747,0.0012656486435424627,0.023490212827197373,0.9849893807471272,0.04102274497468051,0.8656169144789565,1586304000
t08,risk_calibrated,0.7110281227032126,0.25774643086893445,0.3441103164066547,0.5412406392959741,0.5816272420714553,0.31511372339261423,0.04252525976193249,0.08152947359363068,0.769623426637206,0.13087989369266095,0.5464824397630705,1586304000
t08,unlimited_retry,0.47462612709516266,0.07431388867742961,0.6052759899657667,0.10902328264834268,1.144426182279274,0.8661299848819103,0.23117315845731756,0.3331771339177554,0.3725320331001251,0.28632148572466215,-0.09813385334072947,1586304000
t09,fixed_four_retries,0.6034595446698716,0.17334235202857554,0.4974457627313202,0.29249685635629047,0.8028244672993302,0.48636298785164617,0.12406297496078433,0.18209110636126713,0.46839489551064645,0.18600128594590823,0.2764189987767129,1586304000
t09,fixed_one_retry,0.662781827554273,0.45329382508342325,0.31875312558106583,0.5623827716977539,0.3237785260438318,0.21397548210938833,0.02934022339549056,0.03943744734548791,0.5146486990953517,0.18886195320606997,0.4922839449982477,1586304000
t09,fixed_two_retries,0.6677102856482275,0.32548483169920456,0.40186270054910866,0.45005437042646096,0.5439147333918389,0.31360056324113633,0.05455766630548524,0.08708678589941644,0.5682802909551752,0.16587276526308226,0.4701728473802759,1586304000
t09,immediate_escalation,0.600006599044347,0.7134507154670285,0.14000337884333808,0.8431488223685595,0.002202761895334739,0.13454731911755563,0.015607164401571984,0.036802808964964795,0.4469126223871841,0.3454577676961377,0.33012173232442565,1586304000
t09,local_backoff,0.6367732034446424,0.2673637667688991,0.4389807942938256,0.3851756228534297,0.6967156918341644,0.4138256618562157,0.08338786935970449,0.1325604713972059,0.5402285458158672,0.1654774486099319,0.37922043896971847,1586304000
t09,oracle,0.8131443967589322,0.23851706322902502,0.3924162737747501,0.3193261292583229,0.31520040202429195,0.11424071732950436,0.0012319280639460758,0.02343028345090773,0.9851035060605414,0.041100766693211326,0.8662168039859635,1586304000
t09,risk_calibrated,0.714330296182721,0.2555855915707517,0.34408175643497835,0.5524418856278684,0.5783798254230579,0.31465933136988444,0.041879651851636175,0.0803656194080122,0.7721378304979282,0.1306887561466802,0.5496810479908949,1586304000
t09,unlimited_retry,0.4732196440668463,0.07407316597099399,0.6051424957202002,0.10899173980091223,1.1364579893815978,0.8648259222297485,0.23119893105719488,0.3331650072048609,0.3725309415971861,0.2861688800951936,-0.09828532795533948,1586304000
t10,fixed_four_retries,0.6037624591173192,0.17565271794501072,0.49762396459007324,0.292509514441698,0.8162731434016554,0.4878464774168647,0.12410693915095117,0.18207868934882834,0.46835182233651046,0.18625550840378508,0.27488787753070565,1586304000
t10,fixed_one_retry,0.6597334654906021,0.46192521358748156,0.318793166463218,0.5623021393718403,0.3292756718793973,0.21504308000318847,0.029297319740018788,0.039408998339639914,0.5146168165532793,0.1905338055384824,0.48788421236239443,1586304000
t10,fixed_two_retries,0.6659005922778986,0.3311898472714011,0.4019314978913721,0.4499615108344164,0.553096484818036,0.3148610393180881,0.05451415315665542,0.08710749537697267,0.5681916229471249,0.16604572837567833,0.4671306449328693,1586304000
t10,immediate_escalation,0.5951746988412974,0.7285065842705086,0.1399686272941186,0.8482888509479564,0.002194033028413859,0.13544979835907225,0.015679862097529616,0.036790346538276245,0.4469824410268234,0.3517290519462121,0.321681677312909,1586304000
t10,local_backoff,0.6358267689198537,0.2713532564716541,0.4388572181315419,0.3852392866206561,0.7085761878397762,0.41525108083894446,0.08340582356224226,0.13246412939122532,0.5402597798770007,0.16569307479438095,0.3767517721760795,1586304000
t10,oracle,0.8105387305227653,0.24179604747761044,0.39241671995278765,0.3100873737524356,0.32046751338892676,0.11496416752088262,0.0012587120913472116,0.023427628095797595,0.9849532966796045,0.041007149395108786,0.864860650408364,1586304000
t10,risk_calibrated,0.7084829611160026,0.2602378652808742,0.3440622460567716,0.5326162004205132,0.5880709030352613,0.3159075755537127,0.043009949774870715,0.08231757582213246,0.7676423988077579,0.13107247401007846,0.5435690244419572,1586304000
t10,unlimited_retry,0.4757126978805106,0.07443732650123848,0.6052076444111009,0.10900875758798244,1.1599605054245175,0.8686764234658594,0.23120061915229717,0.33300617525862447,0.37255392412667193,0.28661615075580393,-0.09899806328718788,1586304000
t11,fixed_four_retries,0.6031945920093025,0.17588803393872487,0.49754980336864374,0.2926103959232953,0.8140044902062419,0.48763373105694685,0.12408676614815835,0.18205902507716273,0.4683788359972909,0.18621449379412774,0.27468661452832027,1586304000
t11,fixed_one_retry,0.6611657916651992,0.46254317632743036,0.3188751641442363,0.5625627806949387,0.32826255423151496,0.21497884600279724,0.029281092831209245,0.03944729295060248,0.5146883628621415,0.18917344342967227,0.48934115307765075,1586304000
t11,fixed_two_retries,0.6666682758406629,0.33148393810179927,0.4019526764664694,0.44999562924489583,0.5514795583353223,0.31471699211963966,0.05457572266788855,0.08699775283019677,0.56826691301615,0.1660131773841261,0.4678538525783255,1586304000
t11,immediate_escalation,0.5975158662567756,0.7295260169118735,0.13994242905537674,0.8474347912142183,0.002250529619737295,0.1355166139766866,0.01556819610436704,0.03685746742542956,0.44694706358083375,0.34674703744613417,0.32497135578215247,1586304000
t11,local_backoff,0.6360535694922745,0.27152929980981017,0.43886722148607027,0.38535001875657526,0.7065221278425274,0.4150562374395076,0.08339986745163269,0.1325251888296451,0.540259022918166,0.16565928255986098,0.3770563160005857,1586304000
t11,oracle,0.8122257340349771,0.24231285469303113,0.3924671831910258,0.3180379746960868,0.3196724541463681,0.11491567002955204,0.0012658457453560124,0.02341022326042252,0.9850018386232713,0.04115463848943374,0.8647440430647618,1586304000
t11,risk_calibrated,0.7129777406462495,0.25960302323515977,0.3440461530292536,0.5496245443247785,0.5863735444776828,0.31569974917521026,0.04210588469459342,0.08058671019122739,0.7715770772422086,0.1308655276960412,0.5472501818735482,1586304000
t11,unlimited_retry,0.4733273055416866,0.0744509929761991,0.6052700664341499,0.10893728425509103,1.1558880024944915,0.868023593161351,0.23118656047674993,0.3331651680074352,0.3725492392578589,0.28653678205236655,-0.10038740805013632,1586304000
