task,policy,success,prop,contain,escalate,retry,latency,masked,stale,precision,waste,utility,weight
t00,fixed_four_retries,0.6054845792751494,0.1678717882441543,0.4976543060349203,0.2925518988595153,0.7823798900517226,0.48399029629982104,0.12415342204968403,0.18209652689737035,0.46840994842730693,0.18561538833374966,0.2807468816537274,1586304000
t00,fixed_one_retry,0.6621941370580715,0.43357092338789205,0.3189674683452051,0.5624643939254949,0.31564145978091135,0.21197840138136473,0.02932317279448855,0.03936904513548265,0.5146514223553122,0.19185543590737067,0.4945356039681785,1586304000
t00,fixed_two_retries,0.6677464549738018,0.3127367648117121,0.4020296083761855,0.44994023450817255,0.5300439678414686,0.3114486026728496,0.0545874406570302,0.08703731736906636,0.5682326721127143,0.16560747892410257,0.47344101024361,1586304000
t00,immediate_escalation,0.5985128260965275,0.6789929570220764,0.13997919476012893,0.8349709708888854,0.002209574396352516,0.13248053486095956,0.015543791006751462,0.03681485488832175,0.4469217433375217,0.3558080841784774,0.3320445965676323,1586304000
t00,local_backoff,0.6375040311745238,0.2582274127083511,0.4389508963713123,0.3853209780598539,0.6791617287794064,0.41152208430710874,0.08349795419034423,0.13254394955741938,0.5402634823590474,0.1651585004141582,0.3827246750389073,1586304000
t00,oracle,0.8105061910014266,0.22936434801484853,0.39233535311644974,0.30057371500011676,0.30708515696495714,0.11288002991071995,0.0012745342487099818,0.02342646706419234,0.9849694030243127,0.04055440864543118,0.8695922906057405,1586304000
t00,risk_calibrated,0.7052002710601426,0.24926445127420194,0.34405303857014186,0.5131806110691781,0.5636087553596814,0.3128029559457533,0.04410199553480223,0.08446606764320254,0.7631156153353327,0.13077403406366828,0.544929397291943,1586304000
t00,unlimited_retry,0.47940510792396,0.07317496183016772,0.6051093684998125,0.10896352645321986,1.101238610019969,0.8590324920451395,0.23123225617032195,0.33315185189178337,0.3725027577099905,0.285503616754225,-0.08967474848208286,1586304000
t01,fixed_four_retries,0.6040006965433915,0.1728220525950053,0.49749071195147404,0.2926056857577558,0.8007757836222696,0.4861269015179281,0.12409061821390521,0.18208971013756434,0.4683062545884465,0.1859667675275152,0.277049321857982,1586304000
t01,fixed_one_retry,0.6615718921276029,0.4514332142503587,0.3189025871074878,0.5624022338366998,0.3227930036224969,0.21376529321727125,0.029320955414337168,0.039417611009592346,0.5145625543637651,0.1901904143624853,0.49138184056142775,1586304000
t01,fixed_two_retries,0.6670125087275787,0.324228043756247,0.40198300579472557,0.4499346516306745,0.5423162801482494,0.31336531064019907,0.05459315575155392,0.08701223362673462,0.5682966351297472,0.1658414729571992,0.47005454065594293,1586304000
t01,immediate_escalation,0.5977313293690925,0.7100453862417889,0.13990736564246053,0.8421446657239975,0.0022884254267395866,0.1343515657171818,0.015527949630272757,0.03693439115246073,0.4469426845566392,0.35020983332458994,0.32761853998363566,1586304000
t01,local_backoff,0.6366150860466672,0.26635384840807425,0.43886613332052526,0.3852433600544811,0.694846967216083,0.41357819429275944,0.08342146832103055,0.13241010090186756,0.5403153098316335,0.16544248305419942,0.3794958794421604,1586304000
t01,oracle,0.81148184835956,0.23772616786127043,0.3923629689477555,0.31132316232620216,0.314405914736974,0.11411381487870688,0.0012438232116084192,0.02334429250679442,0.9849601191475532,0.04091481661031318,0.8666045463761374,1586304000
t01,risk_calibrated,0.709863476154148,0.2558195433552803,0.34411389449950985,0.5355777812354009,0.5767070108750487,0.31450608702215543,0.04288805195483684,0.082030410477167,0.7682414926789249,0.1308488701605383,0.5463460083260775,1586304000
t01,unlimited_retry,0.4756438942007485,0.07412773081987527,0.6052371063943758,0.10907312414584931,1.1325354310342532,0.8641905402859491,0.2311447921756936,0.3331745919059692,0.37254587146661056,0.28609738234222654,-0.0960048997621281,1586304000
t02,fixed_four_retries,0.6036565109170746,0.17355169360580142,0.49758239700707246,0.2925954177100818,0.8051020892958113,0.4866033105459281,0.12407118555963116,0.1820104402124185,0.4684223001270781,0.1860448331068024,0.2763547080625733,1586304000
t02,fixed_one_retry,0.6617659988204425,0.45462978188299447,0.31879179183890244,0.5623816444398626,0.3245056570835759,0.21412835262133742,0.02926144666437829,0.03941032297139317,0.5145570831092143,0.1895449577226915,0.4911674229280497,1586304000
t02,fixed_two_retries,0.667191181651278,0.3264841298361379,0.4019805503900693,0.4499799333247434,0.5453222705484553,0.31380127484501386,0.05459989758210198,0.08701421805757989,0.5682497643267739,0.16589875577608876,0.46953690956245603,1586304000
t02,immediate_escalation,0.598433989549367,0.7158161551283896,0.1398521308776254,0.8437767157995012,0.0022235455152906916,0.13469132385923274,0.015496421323792949,0.03680621814885062,0.44697686424680877,0.3479775944354942,0.3278760450089552,1586304000
t02,local_backoff,0.6364662092104917,0.2678505843212512,0.43901066268140326,0.3851948567763085,0.6988677087510766,0.4140700726010494,0.08345898270104486,0.1324036906333851,0.5403049610804898,0.16551518153809902,0.37875187814324623,1586304000
t02,oracle,0.812232602791568,0.2389752319095425,0.3924222588098123,0.31529090247097735,0.316071107407293,0.1143552779886356,0.001259294171424335,0.023455344235157858,0.9850364086516828,0.04102947924791285,0.8660413506699767,1586304000
t02,risk_calibrated,0.7119689655622993,0.2567112812568684,0.3441281524938492,0.5439702922138218,0.5799151674268138,0.31488040695142644,0.04243021466226284,0.08121338884262974,0.7701243707880935,0.1308179087275694,0.5474684592334678,1586304000
t02,unlimited_retry,0.47436279089464006,0.07412890954856212,0.6051806822637088,0.10890207428106595,1.140445769750045,0.8654744448812535,0.23123431692719637,0.33316080915691626,0.37255604820409854,0.28624696110383413,-0.09790314473925997,1586304000
t03,fixed_four_retries,0.6045734407099538,0.17158621285049677,0.49750103904684134,0.2926148260652043,0.7960194778039453,0.485577120551424,0.12399728170562804,0.18202374482043387,0.46828913457887067,0.18587175159983932,0.2782906774451679,1586304000
t03,fixed_one_retry,0.6614107987037822,0.44687391175870667,0.3188470909008107,0.5623869142105177,0.32103489332207114,0.2133159240377293,0.02930108497438469,0.03945598034474807,0.5145805490769799,0.19083253399954106,0.491856669851189,1586304000
t03,fixed_two_retries,0.6670852833156702,0.32144541589100323,0.40197512744943764,0.4500352603108993,0.5393257540337449,0.31289930035683455,0.05454855510090681,0.087102097254493,0.5682484960933238,0.1657861043872475,0.47075893227651183,1586304000
t03,immediate_escalation,0.5974785674199198,0.7022592669939536,0.14003701166449292,0.840349057490123,0.0022476388592067415,0.13388031990555818,0.015537159867905903,0.03690345801274234,0.4469587984973497,0.35242460296902894,0.32817127819894265,1586304000
t03,local_backoff,0.6367731044356041,0.2644470334728332,0.43894935024317017,0.3854550215894105,0.6909351786276955,0.413072606537805,0.08341807417047045,0.1324720899245323,0.5402480630554762,0.16537703801489395,0.3802072136650596,1586304000
t03,oracle,0.8109261287772915,0.2356436934391156,0.3924454438845863,0.3073484575337602,0.31252980608609765,0.11380125554829011,0.0012433431467156549,0.023442748373947876,0.9850327600444438,0.0407979408242851,0.8673308054193442,1586304000
t03,risk_calibrated,0.7079706447783497,0.2543280149145855,0.34410749594002216,0.527241995736604,0.5734301441563814,0.3140889086438467,0.04331254316305832,0.08281452384382104,0.7663546527331492,0.1308628543265805,0.5455250688441408,1586304000
t03,unlimited_retry,0.47696854606636924,0.07381616768565233,0.6050930385876387,0.10901558002647138,1.124497557630487,0.8628752591575188,0.2311808515706961,0.333128389541298,0.3726313496764194,0.2859472456901387,-0.09408773717436722,1586304000
t04,fixed_four_retries,0.602565873943555,0.1735673617916721,0.4976434979450312,0.29250479911502975,0.811888844653965,0.48728292617289715,0.12412309157639607,0.18210397784792437,0.4683593582826917,0.18617496036314024,0.2747182382997439,1586304000
t04,fixed_one_retry,0.6654383405377629,0.45483198472120645,0.3188985508828981,0.5623047779760745,0.32745242970494065,0.21443516205376653,0.029263374428014508,0.03944312923404945,0.5145238526459024,0.18645333424408597,0.49448873076296485,1586304000
